webid,datetime,os,browser,response_time_ms,product,url
W_2,2019-08-19 03:43:59,win7,Firefox,990,Fashion,https://static.ucshoppingcdn.com/content/site-messages/digital-ui/en/messages.json
R_49,2019-08-19 03:44:49,win7,Safari,4535,Fashion,https://static.ucshoppingcdn.com/content/dam/cpo-static/images/profile_illustration.png
W_46,2019-08-19 03:44:54,win7,Firefox,1170,Sports,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/accounts.json
R_67,2019-08-19 03:45:03,Mac,Chrome,596,Shoes,https://sites.ucshopping.com/content/services/structured-image/image.banner.jpg/XCRT/Native/Banner/2017/49635_IC1610_Paperless_Native_Banner_90x90_050317.jpg
W_74,2019-08-19 03:45:09,win7,Mobile,8261,Fashion,https://static.ucshoppingcdn.com/content/card/logo.json/0478-6621.json
W_74,2019-08-19 03:45:17,win7,Firefox,2558,Shoes,https://rf15.ucshopping.com/activity
W_21,2019-08-19 03:45:27,win7,IE,1995,Accessories,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/accounts.json
W_24,2019-08-19 03:45:42,win7,Firefox,3074,Fashion,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/dom/body/dimensions.js
W_90,2019-08-19 03:46:03,win7,Chrome,8980,Sports,https://resources.ucshopping.com/commonui/javascripts/nisi/ui/messageProtocols.js
W_61,2019-08-19 03:46:03,win7,Chrome,529,Fashion,https://www.ucshopping.com/content/ucshopping-ux/en/structured/module/carousel/carousel-single-images/_jcr_content/module.html
S_47,2019-08-19 03:46:14,win7,IE,1245,Fashion,https://static.ucshoppingcdn.com/web/library/blue-vendor/dist/blue-vendor/2.8.1/js/main.js
S_17,2019-08-19 03:46:16,win7,Chrome,2515,Fashion,https://www.ucshopping.com/
R_77,2019-08-19 03:46:19,Mac,Chrome,4863,Fashion,https://rf15.ucshopping.com/cx
S_54,2019-08-19 03:46:35,xp,Chrome,4518,Accessories,https://ad.doubleclick.net/ddm/activity/src=2348471;type=myacc170;cat=Chase0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=107095461
W_15,2019-08-19 03:46:35,win8,Chrome,2729,Accessories,https://resources.ucshopping.com/commonui/javascripts/nisi/nisi.js
W_40,2019-08-19 03:47:22,win7,Chrome,2023,Sports,https://sites.ucshopping.com/services/campaignmanagement/clientconfig.adframeworkconfig.js
W_55,2019-08-19 03:47:40,win7,Chrome,2248,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/assets/dashboard.css
S_84,2019-08-19 03:47:58,win7,Chrome,1078,Sports,https://static.ucshoppingcdn.com/web/library/blue-boot/dist/blue-boot/2.11.1/js/main-ver.js
W_21,2019-08-19 03:48:05,win8,Safari,8552,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/payMultipleBills.json
W_1,2019-08-19 03:48:37,win7,Chrome,9078,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/convoDeck.json
W_15,2019-08-19 03:49:11,win7,Mobile,4129,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/profile.json
W_70,2019-08-19 03:49:17,win7,IE,4407,Sports,https://static.ucshoppingcdn.com/content/card/benefits-center/en/list.json
W_45,2019-08-19 03:49:22,win7,IE,7331,Accessories,https://rf15.ucshopping.com/activity
R_56,2019-08-19 03:49:27,win7,IE,1289,Accessories,https://i.liadm.com/s/28214
R_43,2019-08-19 03:50:14,win8,IE,696,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/template/shared/relaxOrCompactTableRows.js
R_5,2019-08-19 03:51:02,win7,Chrome,3647,Accessories,https://rf15.ucshopping.com/activity
W_77,2019-08-19 03:51:21,xp,Chrome,4875,Fashion,https://static.ucshoppingcdn.com/content/geo-images/images/background.tablet.day.8.jpeg/default.jpeg
W_63,2019-08-19 03:51:25,Mac,IE,6793,Accessories,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/article-image/9tips-image-mega.jpg
W_80,2019-08-19 03:51:50,win7,Mobile,947,Sports,https://ad.doubleclick.net/ddm/activity/src=2348471;type=myacc170;cat=accou0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=110566402
W_82,2019-08-19 03:51:51,win7,Firefox,4607,Shoes,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/article-image/moneyalk_858x483.jpg
W_32,2019-08-19 03:52:05,linux,IE,7778,Sports,https://ucshoppingonline.ucshopping.com/Themes/guest/css/style_new.css
W_73,2019-08-19 03:52:31,nt,Mobile,827,Sports,https://static.ucshoppingcdn.com/content/site-messages/digital-ui/en/messages.json
R_30,2019-08-19 03:52:40,Mac,Mobile,2863,Accessories,https://static.ucshoppingcdn.com/content/dam/cpo-static/images/ucshoppingfavicon.ico
W_20,2019-08-19 03:52:50,win7,Chrome,3280,Fashion,https://rrc.rlcdn.com/452549.gif
R_24,2019-08-19 03:53:19,Mac,Mobile,2654,Shoes,https://static.ucshoppingcdn.com/web/library/blue-app/dist/blue-app/2.9.1/js/main.js
R_1,2019-08-19 03:54:56,win8,Firefox,1216,Accessories,https://www.ucshopping.com/apps/services/tagmanager/cpo/markets/planningAndExpertise/request
W_43,2019-08-19 03:55:15,Mac,Firefox,6759,Fashion,https://www.ucshopping.com/online/Home/images/wa01.gif
R_36,2019-08-19 03:55:27,win7,Chrome,5004,Sports,https://resources.ucshopping.com/commonui/stylesheets/ucshopping3Nisi1.css
W_26,2019-08-19 03:55:38,xp,IE,1268,Fashion,https://static.ucshoppingcdn.com/web/library/blue-app/dist/blue-app/2.9.1/js/main.js
W_70,2019-08-19 03:55:44,win7,Firefox,7039,Shoes,https://sites.ucshopping.com/apps/campaignmanagement/clientlibs/slotplacement/js/adframework.min.js
R_81,2019-08-19 03:56:03,win7,Mobile,3807,Sports,https://rf15.ucshopping.com/activity
W_36,2019-08-19 03:56:21,win7,IE,5206,Sports,https://ad.doubleclick.net/activity;dc_pre=CL3esfnhoNYCFcLkZAodI-EFtg;src=2739079;type=ucshopping107;cat=inici575;ord=726447770
W_1,2019-08-19 03:56:28,win7,Chrome,4222,Shoes,https://www.ucshopping.com/etc/ucshopping/appsconfig/clientconfig.js
S_36,2019-08-19 03:57:03,win7,Firefox,3876,Fashion,https://rf15.ucshopping.com/activity
W_54,2019-08-19 03:57:08,win7,Safari,6475,Sports,https://www.google.com/ads/user-lists/1036322744/
W_67,2019-08-19 03:57:23,win7,IE,7167,Sports,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/article-image/essential_retirement_strategies.jpg
S_37,2019-08-19 03:57:39,win7,Safari,2372,Fashion,https://rf15.ucshopping.com/activity
S_8,2019-08-19 03:58:13,win7,Chrome,4711,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/js/analytics/data/hooks.js
W_92,2019-08-19 03:58:18,win7,Firefox,4065,Fashion,https://ad.doubleclick.net/ddm/activity/src=2348471;type=myacc170;cat=Chase0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=135946175
R_20,2019-08-19 03:58:21,win7,IE,2816,Shoes,https://www.ucshopping.com/etc/designs/ucshopping-ux/favicon.ico
W_92,2019-08-19 03:58:35,win7,Firefox,1688,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/img/bwline.png
W_41,2019-08-19 03:58:42,Mac,Mobile,8337,Fashion,https://rf15.ucshopping.com/activity
R_98,2019-08-19 04:00:13,win7,Mobile,1755,Accessories,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/hero-image/anthonychanssummer-pe-image-858x483.jpg
R_90,2019-08-19 04:00:47,win7,Chrome,2210,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/blue-ui.css
W_13,2019-08-19 04:00:56,Mac,IE,4457,Sports,https://static.ucshoppingcdn.com/content/card/logo.gif/0510-6654.gif
R_13,2019-08-19 04:01:03,win8,Firefox,3880,Sports,https://rf15.ucshopping.com/activity
W_43,2019-08-19 04:01:04,xp,Mobile,8644,Shoes,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/convoDeck.json
W_27,2019-08-19 04:01:41,win7,IE,6367,Fashion,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CLrm2_zhoNYCFQvuZAodDC4DYg;type=myacc170;cat=accou0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=694080873
W_36,2019-08-19 04:01:48,win7,Safari,6919,Shoes,https://www.ucshopping.com/apps/services/tagmanager/cpo/accounts/creditCardAccount
W_45,2019-08-19 04:02:05,win7,Safari,2363,Shoes,https://poc.clixmetrix.com/B25E/3C6019F542CACC160CBD070CA2ED7FC9A3360CC1/
W_97,2019-08-19 04:02:22,nt,Chrome,1958,Shoes,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/1036322744/
R_35,2019-08-19 04:03:25,win7,Firefox,3672,Fashion,https://www.ucshopping.com/online/Home/images/wa01.gif
W_45,2019-08-19 04:03:49,win7,Mobile,746,Sports,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/main.js
W_12,2019-08-19 04:04:20,win7,IE,4721,Shoes,https://ucshoppingonline.ucshopping.com/js/workflow.js
W_67,2019-08-19 04:06:02,linux,Chrome,826,Sports,https://www.ucshopping.com/apps/ucshopping/clientlibs/foundation/scripts/Personalization.js
W_89,2019-08-19 04:06:05,win7,Firefox,7922,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/assets/dashboard.css
W_17,2019-08-19 04:06:27,vista,Chrome,8779,Sports,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/convoDeck.json
R_27,2019-08-19 04:06:33,win8,Chrome,3252,Shoes,https://mfasa.ucshopping.com/auth/js/mfp.js
W_61,2019-08-19 04:06:53,win7,Chrome,989,Accessories,https://mfasa.ucshopping.com/auth/js/device.js
W_57,2019-08-19 04:07:47,xp,Chrome,5911,Shoes,https://www.ucshopping.com/online/Home/images/wa01.gif
R_57,2019-08-19 04:08:03,win7,IE,2254,Shoes,https://static.ucshoppingcdn.com/content/services/structured-image/image.mega.png/carousels/slide/pb.png
W_52,2019-08-19 04:08:10,win7,IE,4852,Shoes,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/convoDeck.json
W_51,2019-08-19 04:08:14,win7,Chrome,4142,Shoes,https://ad.doubleclick.net/activity;dc_pre=CImdsO3hoNYCFQfBZAod6vYI5g;src=2299144;type=e-cus110;cat=credi749;u10=0576853413;u20=125832920;u18=20C73196C512F020;ord=152105518
R_48,2019-08-19 04:08:19,win7,Chrome,3560,Fashion,https://www.ucshopping.com/apps/services/tagmanager/cpo/intercept/intercept/updateMyIncome/requestUpdateMyIncome
W_27,2019-08-19 04:08:38,win7,Firefox,1144,Shoes,https://secure07b.ucshopping.com/events/dtagent6322__1016.js
R_52,2019-08-19 04:10:19,Mac,Chrome,2236,Shoes,https://secure07b.ucshopping.com/web/auth/#/logon/recognizeUser/instructions
R_85,2019-08-19 04:10:49,win7,Firefox,6320,Fashion,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/css/site.min.css
W_7,2019-08-19 04:12:03,win7,IE,2743,Sports,https://rf15.ucshopping.com/activity
W_10,2019-08-19 04:12:13,Mac,Chrome,4094,Accessories,https://ucshoppingonline.ucshopping.com/Themes/default-col/css/style.css
R_40,2019-08-19 04:12:43,linux,Firefox,5461,Fashion,https://www.ucshopping.com/apps/services/tags/https/www.ucshopping.com/
W_7,2019-08-19 04:13:04,win8,Firefox,1080,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/boot.js
W_55,2019-08-19 04:13:58,win7,Chrome,2401,Accessories,https://resources.ucshopping.com/commonui/javascripts/nisi/ui/messageProtocols.js
W_40,2019-08-19 04:14:24,win7,Safari,1787,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/view/accounts/mixins/printActivity.js
W_14,2019-08-19 04:14:38,win7,Mobile,928,Shoes,https://ad.doubleclick.net/activity;src=2299144;type=e-cus110;cat=credi749;u10=0576853413;u20=125832920;u18=20C73196C512F020;ord=152105518
S_31,2019-08-19 04:15:03,win8,IE,1811,Shoes,https://ad.doubleclick.net/activity;src=2299144;type=e-cus110;cat=credi749;u10=0576853413;u20=125832920;u18=20C73196C512F020;ord=782673174
W_33,2019-08-19 04:15:43,win7,Firefox,2533,Sports,https://ucshoppingonline.ucshopping.com/Themes/default-col/css/style_new.css
W_81,2019-08-19 04:16:09,win7,Firefox,2215,Accessories,https://rf15.ucshopping.com/wsb/15629/poe/59242226
W_15,2019-08-19 04:16:57,xp,Chrome,575,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/blue-ui.css
R_14,2019-08-19 04:17:35,win7,Mobile,1028,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/boot.js
W_97,2019-08-19 04:18:16,win8,Firefox,3263,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/misc.json
W_95,2019-08-19 04:18:39,xp,Firefox,645,Shoes,https://stags.bluekai.com/site/39254
S_62,2019-08-19 04:19:19,win7,Mobile,1730,Shoes,https://static.ucshoppingcdn.com/content/legal-disclaimers/digital-ui/en/categories/box-disclaimers.json
W_67,2019-08-19 04:19:37,Mac,IE,7962,Fashion,https://aa.agkn.com/adscores/g.pixel
R_24,2019-08-19 04:19:43,win7,Chrome,2893,Sports,https://www.ucshopping.com/online/includes/javascript/jquery-1.6.4.min.js
R_3,2019-08-19 04:19:46,Mac,Firefox,2204,Accessories,https://www.google.com/ads/user-lists/1036322744/
S_64,2019-08-19 04:19:53,linux,Safari,3879,Fashion,https://static.ucshoppingcdn.com/content/card/logo.json/0478-6621.json
W_17,2019-08-19 04:20:26,linux,Chrome,765,Accessories,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/payMultipleBills.json
R_57,2019-08-19 04:20:52,win7,Mobile,1326,Shoes,https://www.ucshopping.com/content/ucshopping-ux/en/structured/module/adtriplet/primary-triplet/_jcr_content/module.html
R_52,2019-08-19 04:21:44,win7,Firefox,4598,Accessories,https://sites.ucshopping.com/services/creatives/private/native-dynamic-ads.json/content/Creatives/Private/NativeBanner/2017/CorpShared/49635_paperless_defaultnativebanner3559.json
R_12,2019-08-19 04:21:59,win7,Firefox,9132,Shoes,https://www.ucshopping.com/c/082717/apps/ucshopping/clientlibs/foundation/scripts/Reporting.js
R_5,2019-08-19 04:22:12,xp,Chrome,2885,Sports,https://t.co/i/adsct
W_83,2019-08-19 04:23:07,win7,Firefox,5458,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/interstitial/js/main.js
S_36,2019-08-19 04:23:24,win7,Safari,5029,Accessories,https://static.ucshoppingcdn.com/content/card/logo.json/0510-6654.json
R_55,2019-08-19 04:23:44,win7,Chrome,2798,Fashion,https://static.ucshoppingcdn.com/content/faq/digital-ui/en/featured.json/CCI/BAC.json
W_30,2019-08-19 04:23:50,win7,IE,1765,Shoes,https://static.ucshoppingcdn.com/content/dam/cpo-static/images/octogon-white.png
W_30,2019-08-19 04:24:04,linux,Safari,2008,Fashion,https://rf15.ucshopping.com/activity
W_64,2019-08-19 04:24:36,win7,Firefox,3054,Shoes,https://static.ucshoppingcdn.com/content/faq/digital-ui/en/featured.json/CCI/BAC.json
W_34,2019-08-19 04:24:37,win7,Firefox,2883,Sports,https://static.ucshoppingcdn.com/content/card/logo.json/0478-6621.json
W_16,2019-08-19 04:24:49,win7,Chrome,2936,Shoes,https://ad.doubleclick.net/activity;src=2299144;type=e-cus110;cat=credi749;u10=0576853413;u20=125832920;u18=20C73196C512F020;ord=782673174
W_85,2019-08-19 04:25:19,win7,Mobile,4087,Shoes,https://www.google.com/ads/user-lists/1036322744/
W_3,2019-08-19 04:25:25,win7,Chrome,7159,Sports,https://static.ucshoppingcdn.com/web/library/blue-boot/dist/blue-boot/2.11.1/js/main-ver.js
R_40,2019-08-19 04:25:31,win7,Firefox,2364,Fashion,https://static.ucshoppingcdn.com/web/library/blue-boot/dist/blue-boot/2.11.1/js/main-ver.js
W_17,2019-08-19 04:25:32,win7,Chrome,962,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/img/logos/wordmark-white.svg
W_3,2019-08-19 04:25:37,win7,Chrome,3131,Shoes,https://ad.doubleclick.net/activity;dc_pre=CIvtr-3hoNYCFcevZAodgmkI_Q;src=2739079;type=ucshopping107;cat=inici575;ord=304051156
R_2,2019-08-19 04:25:54,win7,Chrome,8998,Shoes,https://static.ucshoppingcdn.com/content/videos/digital-ui/en/categories/features.json
S_35,2019-08-19 04:26:37,win7,Chrome,1219,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/main.js
W_46,2019-08-19 04:26:58,vista,Firefox,1994,Fashion,https://www.ucshopping.com/apps/services/tagmanager/cpo/customerService/helpAndSupport/accountHelpAndSupport
W_7,2019-08-19 04:27:06,win7,Firefox,2136,Fashion,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/article-image/MakingSmartChoices_460x259.jpg
W_99,2019-08-19 04:27:53,xp,Firefox,5785,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/js/analytics/data/hooks.js
W_33,2019-08-19 04:28:03,vista,Mobile,838,Fashion,https://www.ucshopping.com/apps/services/tagmanager/cpo/accounts/creditCardAccount
W_98,2019-08-19 04:28:06,win7,Chrome,6104,Sports,https://sites.ucshopping.com/apps/campaignmanagement/clientlibs/slotplacement/js/slotplacement.min.js
S_38,2019-08-19 04:28:37,win7,Chrome,2784,Accessories,https://resources.ucshopping.com/commonui/javascripts/nisi/nisi.js
R_21,2019-08-19 04:28:45,win7,Chrome,2654,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/profile/js/main.js
W_68,2019-08-19 04:28:46,win7,Chrome,7791,Sports,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CI6fsO3hoNYCFU6-ZAodk2MAcw;type=myacc170;cat=accou0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=110566402
W_97,2019-08-19 04:29:05,win7,Mobile,7912,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/app.json
R_98,2019-08-19 04:29:15,win7,Chrome,1775,Sports,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/accounts.json
R_96,2019-08-19 04:30:00,win8,Firefox,3598,Sports,https://static.ucshoppingcdn.com/web/library/blue-boot/dist/blue-boot/2.11.1/js/main-ver.js
W_34,2019-08-19 04:30:31,win8,Chrome,4717,Shoes,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/article-image/women-money-katherine-858x483.jpg
S_33,2019-08-19 04:32:12,win8,IE,3175,Shoes,https://analytics.twitter.com/i/adsct
W_97,2019-08-19 04:32:22,xp,Mobile,3925,Shoes,https://stags.bluekai.com/site/51223
W_33,2019-08-19 04:33:11,win7,Chrome,4508,Fashion,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/convoDeck.json
W_84,2019-08-19 04:33:27,Mac,Chrome,6778,Fashion,https://static.ucshoppingcdn.com/content/card/logo.json/0459-1868.json
R_94,2019-08-19 04:33:31,win7,IE,3984,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/markets/js/main.js
R_68,2019-08-19 04:34:03,win7,Chrome,1841,Accessories,https://ad.doubleclick.net/activity;dc_pre=COrL2_zhoNYCFUr2ZAodSGQMJg;src=2739079;type=ucshopping107;cat=inici575;ord=851070895
W_47,2019-08-19 04:34:17,xp,Mobile,8679,Accessories,https://aa.agkn.com/adscores/g.pixel
R_74,2019-08-19 04:34:46,win7,IE,1285,Fashion,https://resources.ucshopping.com/commonui/javascripts/ucshopping3PageErrorFocus.js
W_87,2019-08-19 04:35:04,win7,Firefox,935,Shoes,https://static.ucshoppingcdn.com/web/library/blue-boot/dist/blue-boot/2.11.1/js/main-ver.js
R_72,2019-08-19 04:36:27,win7,Chrome,2592,Sports,https://secure07c.ucshopping.com/events/dtagent6322__1016.js
W_86,2019-08-19 04:36:43,win7,Firefox,6220,Fashion,https://static.ucshoppingcdn.com/content/services/structured-image/image.desktop.jpg/thought-leadership/article-image/moneyalk_858x483.jpg
W_27,2019-08-19 04:36:53,win7,Chrome,4858,Accessories,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/main.js
R_11,2019-08-19 04:37:06,win7,Firefox,999,Sports,https://rf15.ucshopping.com/activity
R_75,2019-08-19 04:37:26,xp,Firefox,3823,Accessories,https://www.ucshopping.com/online/Home/images/wa01.gif
W_93,2019-08-19 04:37:31,Mac,IE,3326,Sports,https://ucshoppingonline.ucshopping.com/Themes/guest/css/style.css
W_94,2019-08-19 04:37:57,win7,Chrome,3809,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/logonbox/assets/logonbox.css
W_98,2019-08-19 04:38:21,win7,Chrome,1121,Accessories,https://sites.ucshopping.com/content/Creatives/Public/Triplets/2017/Auto/50759_static_carbuyingtripletcwo5694.dynamic.html
W_49,2019-08-19 04:38:41,win7,Safari,2208,Accessories,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/PERSONAL/accounts.json
S_86,2019-08-19 04:38:52,win7,Mobile,638,Fashion,https://www.ucshopping.com/etc/designs/ucshopping-ux/css/img/checkmark.png
R_51,2019-08-19 04:38:58,linux,Chrome,2945,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/blue-ui.css
S_61,2019-08-19 04:39:14,win7,Chrome,5622,Shoes,https://static.ucshoppingcdn.com/web/library/blue-vendor/dist/blue-vendor/2.8.1/js/main.js
W_37,2019-08-19 04:40:01,win7,Mobile,3721,Shoes,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/css/fonts/opensans-semibold.woff
W_62,2019-08-19 04:41:43,win7,Chrome,5407,Sports,https://static.ucshoppingcdn.com/content/videos/digital-ui/en/categories/features.json
W_43,2019-08-19 04:41:56,Mac,IE,1829,Shoes,https://ucshoppingonline.ucshopping.com/Themes/default/css/style.css
W_68,2019-08-19 04:42:22,win7,Firefox,1842,Shoes,https://www.ucshopping.com/c/082717/etc/designs/ucshopping-ux/clientlibs/jquery/js/jquery-1.10.2.min.js
R_56,2019-08-19 04:42:35,Mac,Firefox,3792,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/assets/blue-ui.css
W_64,2019-08-19 04:42:42,win7,IE,3129,Sports,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/main.js
W_41,2019-08-19 04:43:21,xp,Chrome,5763,Fashion,https://sites.ucshopping.com/content/services/structured-image/image.banner.jpg/XCRT/Native/Banner/2017/49635_IC1610_Paperless_Native_Banner_90x90_050317.jpg
W_59,2019-08-19 04:43:40,linux,IE,883,Fashion,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/main.js
R_7,2019-08-19 04:43:50,win7,Chrome,3142,Fashion,https://static.ucshoppingcdn.com/content/card/logo.json/0478-6621.json
W_98,2019-08-19 04:43:56,win7,IE,6559,Shoes,https://www.ucshopping.com/etc/designs/ucshopping-ux/favicon.ico
W_46,2019-08-19 04:44:02,win7,Firefox,4619,Sports,https://ad.doubleclick.net/ddm/activity/src=2348471;type=myacc170;cat=Chase0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=135946175
R_82,2019-08-19 04:44:05,win8,Chrome,7816,Fashion,https://ad.doubleclick.net/ddm/activity/src=2348471;dc_pre=CLrm2_zhoNYCFQvuZAodDC4DYg;type=myacc170;cat=accou0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=694080873
W_99,2019-08-19 04:44:10,win8,IE,5492,Shoes,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/logon.json
R_24,2019-08-19 04:44:10,win7,IE,594,Accessories,https://static.ucshoppingcdn.com/web/library/blue-core/dist/blue/2.9.0/js/main.js
W_90,2019-08-19 04:44:40,linux,IE,1302,Sports,https://static.ucshoppingcdn.com/web/library/blue-app/dist/blue-app/2.9.1/js/main.js
R_97,2019-08-19 04:44:44,win7,Safari,5888,Sports,https://www.facebook.com/tr
W_3,2019-08-19 04:45:05,win7,Chrome,3340,Fashion,https://static.ucshoppingcdn.com/web/library/blue-app/dist/blue-app/2.9.1/js/main.js
R_26,2019-08-19 04:45:16,Mac,Mobile,7096,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/logon/assets/logon.css
W_42,2019-08-19 04:45:29,linux,Chrome,2962,Shoes,https://static.ucshoppingcdn.com/content/thought-leadership/digital-ui/en/categories/latest-insights.json/CCI/BAC.json
R_9,2019-08-19 04:45:36,win7,Chrome,5527,Sports,https://static.ucshoppingcdn.com/content/resource-bundles/digital-ui/1-8-0-23/en/bundles.json/convoDeck.json
W_5,2019-08-19 04:45:41,win7,IE,4215,Accessories,https://rf15.ucshopping.com/activity
R_63,2019-08-19 04:45:44,win7,Firefox,1857,Fashion,https://resources.ucshopping.com/commonui/stylesheets/ucshopping3-payment.css
W_76,2019-08-19 04:46:58,win7,Mobile,1925,Sports,https://static.ucshoppingcdn.com/web/library/blue-view/dist/blue-view/2.8.1/js/main.js
W_10,2019-08-19 04:47:05,win7,Chrome,797,Shoes,https://static.ucshoppingcdn.com/web/2017.08.27-1385/common/js/analytics/data/hooks.js
R_89,2019-08-19 04:47:20,win7,Chrome,4020,Sports,https://static.ucshoppingcdn.com/content/services/structured-image/image.mega.png/carousels/slide/pb.png
S_60,2019-08-19 04:47:45,Mac,IE,6449,Accessories,https://sites.ucshopping.com/content/Creatives/Public/Triplets/2017/Auto/50759_static_carbuyingtripletcwo5694.dynamic.html
R_32,2019-08-19 04:47:50,win7,IE,2132,Sports,https://ad.doubleclick.net/ddm/activity/src=2348471;type=myacc170;cat=accou0;u1=;u2=0576853413;u3=20C73196C512F020;u8=;u20=125832920;ord=694080873
W_9,2019-08-19 04:49:00,linux,Mobile,7681,Sports,https://secure07b.ucshopping.com/events/dtagent6322__1016.js
W_10,2019-08-19 04:49:21,win7,Firefox,768,Fashion,https://resources.ucshopping.com/commonui/stylesheets/ucshopping3-update.css
R_28,2019-08-19 04:49:28,win7,Firefox,4269,Sports,https://sites.ucshopping.com/services/campaignmanagement/clientconfig.adframeworkconfig.js
R_7,2019-08-19 04:49:32,win7,IE,4287,Sports,https://static.ucshoppingcdn.com/web/2017.08.27-1385/dashboard/js/main.js
R_78,2019-08-19 04:49:58,win7,IE,655,Shoes,https://static.ucshoppingcdn.com/web/library/blue-app/dist/blue-app/2.9.1/js/main.js
W_66,2019-08-19 04:50:21,win7,Chrome,3492,Fashion,https://static.ucshoppingcdn.com/web/2017.08.27-1385/logonbox/assets/logonbox.css
